image_index,path
1821,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\dharwad_pedha\34a2d344f9.jpg
1822,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\dharwad_pedha\36caba7dad.jpg
1823,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\dharwad_pedha\43f89053aa.jpg
1824,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\dharwad_pedha\46e9c9fdd8.jpg
1825,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\dharwad_pedha\4bf7aacc4f.jpg
1826,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\dharwad_pedha\4c11e0da9c.jpg
1827,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\dharwad_pedha\4cfc4c3cd5.jpg
1828,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\dharwad_pedha\4e45559726.jpg
1829,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\dharwad_pedha\4f5452d25e.jpg
1830,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\dharwad_pedha\57ccce5554.jpg
1831,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\dharwad_pedha\61dc089c95.jpg
1832,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\dharwad_pedha\65ed9a0ab3.jpg
1833,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\dharwad_pedha\6b52791ff7.jpg
1834,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\dharwad_pedha\6dceb68479.jpg
1835,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\dharwad_pedha\6e37ad311d.jpg
1836,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\dharwad_pedha\79e344c757.jpg
1837,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\dharwad_pedha\7dd99b33c9.jpg
1838,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\dharwad_pedha\7ef672d99a.jpg
1839,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\dharwad_pedha\87b6d037d0.jpg
1840,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\dharwad_pedha\8bad959f15.jpg
1841,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\dharwad_pedha\8c16a386bb.jpg
1842,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\dharwad_pedha\8ecb23ae39.jpg
1843,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\dharwad_pedha\8f79051bbd.jpg
1844,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\dharwad_pedha\90edfad1f9.jpg
1845,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\dharwad_pedha\93f82a4be9.jpg
1846,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\dharwad_pedha\95f7fcacdf.jpg
1847,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\dharwad_pedha\97fc375b9f.jpg
1848,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\dharwad_pedha\9a5d9c70c6.jpg
1849,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\dharwad_pedha\9b3263b9e6.jpg
1850,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\dharwad_pedha\9c4cd63c9a.jpg
1851,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\07f20bd5ca.jpg
1852,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\0a3b7add45.jpg
1853,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\0c798f8529.jpg
1854,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\0db7722fb7.jpg
1855,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\10e652e60f.jpg
1856,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\14cd9efbc8.jpg
1857,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\15e932c326.jpg
1858,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\1c289f11b8.jpg
1859,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\1e5fb88200.jpg
1860,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\1ed0797326.jpg
1861,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\1f75bd9f79.jpg
1862,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\20fd9ed360.jpg
1863,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\24d8baab68.jpg
1864,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\25e5fb87cc.jpg
1865,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\2cd9643a66.jpg
1866,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\35f7b88514.jpg
1867,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\37fa6cccc4.jpg
1868,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\3a27e58575.jpg
1869,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\3a8a156db3.jpg
1870,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\3d10280219.jpg
1871,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\3d952d110c.jpg
1872,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\40b24eba58.jpg
1873,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\43bdfd0cdc.jpg
1874,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\4a78d6bbd7.jpg
1875,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\4b2fb87b8f.jpg
1876,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\4b4959ac91.jpg
1877,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\4b5cc40d54.jpg
1878,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\4cc4a2174c.jpg
1879,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\4ce68deb06.jpg
1880,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\4eb72eb794.jpg
1881,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\55c7ed01c2.jpg
1882,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\5a54ebbd4c.jpg
1883,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\5da9f4f09b.jpg
1884,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\5e9b4d5687.jpg
1885,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\5eb1c7b6d6.jpg
1886,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\5ff237317d.jpg
1887,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\6c7fafdc32.jpg
1888,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\7b14510bd6.jpg
1889,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\7b788d8785.jpg
1890,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\7bf0e5213a.jpg
1891,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\7bfa1f53d6.jpg
1892,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\7c5f7ea3ec.jpg
1893,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\8c00f756b5.jpg
1894,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\8e3c7dc415.jpg
1895,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\9a9735c568.jpg
1896,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\9b6aaf3ed6.jpg
1897,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\9c75b076c7.jpg
1898,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\9e27986773.jpg
1899,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\9e85e0b1be.jpg
1900,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\doodhpak\9ef2a332cc.jpg
1901,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\046f0c2832.jpg
1902,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\06f40cb05a.jpg
1903,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\07c458362a.jpg
1904,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\09abfcb2cb.jpg
1905,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\0b39538afa.jpg
1906,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\0b5af5925a.jpg
1907,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\0c55ff62e1.jpg
1908,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\0d63dd091d.jpg
1909,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\0e5e473721.jpg
1910,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\11b2c5a5eb.jpg
1911,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\11f01c4f78.jpg
1912,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\15bc747af0.jpg
1913,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\1b7f737471.jpg
1914,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\1c1c0923e4.jpg
1915,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\1c775f2e05.jpg
1916,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\1ce6f1b2dd.jpg
1917,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\1ece78d157.jpg
1918,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\26ffd94fa5.jpg
1919,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\28a3c49ed3.jpg
1920,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\2b0a45f06d.jpg
1921,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\2d356060e5.jpg
1922,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\34f14b6d3e.jpg
1923,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\3ef0fa0b2e.jpg
1924,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\3fa6453f3f.jpg
1925,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\40f1c8aad5.jpg
1926,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\4b40ceb147.jpg
1927,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\4b4cb2163c.jpg
1928,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\4d457863b8.jpg
1929,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\4d56b33a25.jpg
1930,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\4f0a863e01.jpg
1931,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\4f13538dea.jpg
1932,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\5b5e83b03a.jpg
1933,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\5e6638a3dd.jpg
1934,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\5fe0029f1d.jpg
1935,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\6a8528f4d4.jpg
1936,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\6b004dd264.jpg
1937,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\6faaf778f2.jpg
1938,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\7c38848e06.jpg
1939,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\7c48a5ad76.jpg
1940,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\7c4ec2b749.jpg
1941,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\7f05d7e6c9.jpg
1942,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\7f077fba0e.jpg
1943,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\8a035f2e3c.jpg
1944,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\8a61d221cb.jpg
1945,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\8a8aa91d72.jpg
1946,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\8b7482b59d.jpg
1947,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\8b953d9033.jpg
1948,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\8e786ba4d5.jpg
1949,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\9c928f4aac.jpg
1950,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\double_ka_meetha\9e7d6d776d.jpg
1951,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\08bcf83d09.jpg
1952,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\0b18223d3f.jpg
1953,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\0b936843f0.jpg
1954,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\10a91bd6cc.jpg
1955,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\10eb87f1ea.jpg
1956,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\11e667948f.jpg
1957,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\17aa53e308.jpg
1958,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\19eb1e1343.jpg
1959,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\1ebaf95df7.jpg
1960,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\1f5a4c9f85.jpg
1961,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\20fba242b0.jpg
1962,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\21bf3d2c8b.jpg
1963,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\26de8958c4.jpg
1964,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\29c2b0c1fb.jpg
1965,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\2ae3dfd4ba.jpg
1966,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\2b22d04ca0.jpg
1967,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\2d948fcff4.jpg
1968,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\2dacf7a129.jpg
1969,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\2ebedc70f2.jpg
1970,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\35f27c0247.jpg
1971,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\36ad77e8b4.jpg
1972,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\3ac246365e.jpg
1973,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\3c6e62dfee.jpg
1974,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\3ddaa8a6bf.jpg
1975,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\3de9644cdb.jpg
1976,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\3e783471c2.jpg
1977,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\3fd12255b5.jpg
1978,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\40e140e721.jpg
1979,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\4c4e206fe0.jpg
1980,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\4c7d032045.jpg
1981,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\4f1adc50a8.jpg
1982,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\5c6f520559.jpg
1983,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\5d35a4b525.jpg
1984,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\5fb63befa8.jpg
1985,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\6ab4976553.jpg
1986,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\6b0686833d.jpg
1987,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\6cbfb94807.jpg
1988,c:\Users\abelg\PROJECTE COMPUTACIONAL\Indian Food Images\Indian Food Generalitzat\POSTRES DOLCOS\gajar_ka_halwa\6e89e8661c.jpg
